#curie_map:
#  EFO: http://www.ebi.ac.uk/efo/EFO_
#  GO: http://purl.obolibrary.org/obo/GO_
#  HP: http://purl.obolibrary.org/obo/HP_
#  MONDO: http://purl.obolibrary.org/obo/MONDO_
#  MP: http://purl.obolibrary.org/obo/MP_
#  OBA: http://purl.obolibrary.org/obo/OBA_
#  ORPHA: http://www.orpha.net/ORDO/Orphanet_
#  PR: http://purl.obolibrary.org/obo/PR_
#mapping_set_id: https://raw.githubusercontent.com/mapping-commons/ebi-text-mappings/main/mappings/eva-clinvar.sssom.tsv
#mapping_set_description: EVA ClinVar disease mappings
#subject_type: rdfs literal
#subject_source: https://www.ebi.ac.uk/eva
subject_label	subject_category	predicate_id	object_id	mapping_justification	author_label	mapping_date
abca4-related disorder	disease	skos:closeMatch	MONDO:0800406	semapv:ManualMappingCuration	eva	2030-03-26
abca4-related disorders	disease	skos:closeMatch	MONDO:0800406	semapv:ManualMappingCuration	eva	2030-03-26
abca4-related retinopathy	disease	skos:closeMatch	MONDO:0800406	semapv:ManualMappingCuration	eva	2030-03-26
abcd syndrome	disease	skos:closeMatch	MONDO:0010895	semapv:ManualMappingCuration	eva	2030-03-26
abdominal colic	disease	skos:closeMatch	HP:0011848	semapv:ManualMappingCuration	eva	2030-03-26
abdominal distention	disease	skos:closeMatch	HP:0003270	semapv:ManualMappingCuration	eva	2030-03-26
abdominal obesity-metabolic syndrome 3	disease	skos:closeMatch	EFO:0000195	semapv:ManualMappingCuration	eva	2030-03-26
abdominal obesity-metabolic syndrome 4	disease	skos:closeMatch	MONDO:0032837	semapv:ManualMappingCuration	eva	2030-03-26
abdominal pain	disease	skos:closeMatch	HP:0002027	semapv:ManualMappingCuration	eva	2030-03-26
abdominal situs inversus	disease	skos:closeMatch	HP:0003363	semapv:ManualMappingCuration	eva	2030-03-26
abducens nerve disorder	disease	skos:closeMatch	MONDO:0020594	semapv:ManualMappingCuration	eva	2030-03-26
abducens nerve palsy	disease	skos:closeMatch	MONDO:0007033	semapv:ManualMappingCuration	eva	2030-03-26
abeta amyloidosis, arctic type	disease	skos:closeMatch	MONDO:0017949	semapv:ManualMappingCuration	eva	2030-03-26
abeta amyloidosis, dutch type	disease	skos:closeMatch	MONDO:0015033	semapv:ManualMappingCuration	eva	2030-03-26
abeta amyloidosis, iowa type	disease	skos:closeMatch	MONDO:0017946	semapv:ManualMappingCuration	eva	2030-03-26
abeta amyloidosis, italian type	disease	skos:closeMatch	MONDO:0017947	semapv:ManualMappingCuration	eva	2030-03-26
abetaa21g amyloidosis	disease	skos:closeMatch	MONDO:0017948	semapv:ManualMappingCuration	eva	2030-03-26
abetalipoproteinaemia	disease	skos:closeMatch	MONDO:0008692	semapv:ManualMappingCuration	eva	2030-03-26
ablepharon macrostomia syndrome	disease	skos:closeMatch	MONDO:0008693	semapv:ManualMappingCuration	eva	2030-03-26
abnormal abdominal wall morphology	disease	skos:closeMatch	HP:0004298	semapv:ManualMappingCuration	eva	2030-03-26
abnormal activity of mitochondrial respiratory chain	disease	skos:closeMatch	HP:0011922	semapv:ManualMappingCuration	eva	2030-03-26
abnormal aggressive, impulsive or violent behavior	disease	skos:closeMatch	HP:0000718	semapv:ManualMappingCuration	eva	2030-03-26
abnormal anterior chamber morphology	disease	skos:closeMatch	HP:0000593	semapv:ManualMappingCuration	eva	2030-03-26
abnormal anterior eye segment morphology	disease	skos:closeMatch	HP:0004328	semapv:ManualMappingCuration	eva	2030-03-26
abnormal anterior fontanelle morphology	disease	skos:closeMatch	HP:0000236	semapv:ManualMappingCuration	eva	2030-03-26
abnormal aortic morphology	disease	skos:closeMatch	HP:0001679	semapv:ManualMappingCuration	eva	2030-03-26
abnormal aortic valve morphology	disease	skos:closeMatch	HP:0001646	semapv:ManualMappingCuration	eva	2030-03-26
abnormal aortic valve physiology	disease	skos:closeMatch	HP:0031652	semapv:ManualMappingCuration	eva	2030-03-26
abnormal autonomic nervous system physiology	disease	skos:closeMatch	HP:0012332	semapv:ManualMappingCuration	eva	2030-03-26
abnormal axial skeleton morphology	disease	skos:closeMatch	HP:0011821	semapv:ManualMappingCuration	eva	2030-03-26
abnormal basal ganglia morphology	disease	skos:closeMatch	HP:0002134	semapv:ManualMappingCuration	eva	2030-03-26
abnormal basal ganglia mri signal intensity	disease	skos:closeMatch	HP:0012751	semapv:ManualMappingCuration	eva	2030-03-26
abnormal biliary tract morphology	disease	skos:closeMatch	HP:0012440	semapv:ManualMappingCuration	eva	2030-03-26
abnormal bleeding	disease	skos:closeMatch	HP:0001892	semapv:ManualMappingCuration	eva	2030-03-26
abnormal blistering of the skin	disease	skos:closeMatch	HP:0008066	semapv:ManualMappingCuration	eva	2030-03-26
abnormal bone structure	disease	skos:closeMatch	HP:0003330	semapv:ManualMappingCuration	eva	2030-03-26
abnormal brain morphology	disease	skos:closeMatch	HP:0012443	semapv:ManualMappingCuration	eva	2030-03-26
abnormal brainstem morphology	disease	skos:closeMatch	HP:0002363	semapv:ManualMappingCuration	eva	2030-03-26
abnormal brainstem mri signal intensity	disease	skos:closeMatch	HP:0012747	semapv:ManualMappingCuration	eva	2030-03-26
abnormal calvaria morphology	disease	skos:closeMatch	HP:0002683	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cardiac atrium morphology	disease	skos:closeMatch	HP:0005120	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cardiac output	disease	skos:closeMatch	HP:0033528	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cardiac test	disease	skos:closeMatch	HP:0500015	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cardiac ventricular function	disease	skos:closeMatch	HP:0030872	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cardiovascular system morphology	disease	skos:closeMatch	HP:0030680	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cartilage collagen	disease	skos:closeMatch	HP:0008271	semapv:ManualMappingCuration	eva	2030-03-26
abnormal caudate nucleus morphology	disease	skos:closeMatch	HP:0002339	semapv:ManualMappingCuration	eva	2030-03-26
abnormal central motor function	disease	skos:closeMatch	HP:0011442	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebellar vermis morphology	disease	skos:closeMatch	HP:0002334	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebellum morphology	disease	skos:closeMatch	HP:0001317	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebral cortex morphology	disease	skos:closeMatch	HP:0002538	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebral morphology	disease	skos:closeMatch	HP:0002060	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebral vascular morphology	disease	skos:closeMatch	HP:0100659	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cerebral white matter morphology	disease	skos:closeMatch	HP:0002500	semapv:ManualMappingCuration	eva	2030-03-26
abnormal choroid morphology	disease	skos:closeMatch	HP:0000610	semapv:ManualMappingCuration	eva	2030-03-26
abnormal chromosome morphology	disease	skos:closeMatch	HP:0031411	semapv:ManualMappingCuration	eva	2030-03-26
abnormal ciliary motility	disease	skos:closeMatch	HP:0012262	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating calcium concentration	disease	skos:closeMatch	HP:0004363	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating carbohydrate concentration	disease	skos:closeMatch	HP:0011013	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating enzyme concentration	disease	skos:closeMatch	HP:0011021	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating glucose-6-phosphate dehydrogenase concentration	disease	skos:closeMatch	HP:0410176	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating immunoglobulin concentration	disease	skos:closeMatch	HP:0010701	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating lactate dehydrogenase concentration	disease	skos:closeMatch	HP:0045040	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating lipid concentration	disease	skos:closeMatch	HP:0003119	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating ornithine concentration	disease	skos:closeMatch	HP:0012025	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating porphyrin concentration	disease	skos:closeMatch	HP:0010472	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating serine concentration	disease	skos:closeMatch	HP:0012278	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating serine family amino acid concentration	disease	skos:closeMatch	HP:0010894	semapv:ManualMappingCuration	eva	2030-03-26
abnormal circulating thyroid hormone concentration	disease	skos:closeMatch	HP:0031508	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cns myelination	disease	skos:closeMatch	HP:0011400	semapv:ManualMappingCuration	eva	2030-03-26
abnormal corpus callosum morphology	disease	skos:closeMatch	HP:0001273	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cortical gyration	disease	skos:closeMatch	HP:0002536	semapv:ManualMappingCuration	eva	2030-03-26
abnormal cranial suture/fontanelle morphology	disease	skos:closeMatch	HP:0000235	semapv:ManualMappingCuration	eva	2030-03-26
abnormal csf lactate concentration	disease	skos:closeMatch	HP:0030085	semapv:ManualMappingCuration	eva	2030-03-26
abnormal dense granule content	disease	skos:closeMatch	HP:0012529	semapv:ManualMappingCuration	eva	2030-03-26
abnormal dense granules	disease	skos:closeMatch	HP:0012484	semapv:ManualMappingCuration	eva	2030-03-26
abnormal dental enamel morphology	disease	skos:closeMatch	HP:0000682	semapv:ManualMappingCuration	eva	2030-03-26
abnormal dental morphology	disease	skos:closeMatch	HP:0006482	semapv:ManualMappingCuration	eva	2030-03-26
abnormal digit morphology	disease	skos:closeMatch	HP:0011297	semapv:ManualMappingCuration	eva	2030-03-26
abnormal duodenum morphology	disease	skos:closeMatch	HP:0002246	semapv:ManualMappingCuration	eva	2030-03-26
abnormal earlobe morphology	disease	skos:closeMatch	HP:0000363	semapv:ManualMappingCuration	eva	2030-03-26
abnormal electroretinogram	disease	skos:closeMatch	HP:0000512	semapv:ManualMappingCuration	eva	2030-03-26
abnormal emotion	disease	skos:closeMatch	HP:0100851	semapv:ManualMappingCuration	eva	2030-03-26
abnormal emotion/affect behavior	disease	skos:closeMatch	HP:0100851	semapv:ManualMappingCuration	eva	2030-03-26
abnormal emotional state	disease	skos:closeMatch	HP:0100851	semapv:ManualMappingCuration	eva	2030-03-26
abnormal esophagus morphology	disease	skos:closeMatch	HP:0002031	semapv:ManualMappingCuration	eva	2030-03-26
abnormal esophagus physiology	disease	skos:closeMatch	HP:0025270	semapv:ManualMappingCuration	eva	2030-03-26
abnormal eye morphology	disease	skos:closeMatch	HP:0012372	semapv:ManualMappingCuration	eva	2030-03-26
abnormal eyebrow morphology	disease	skos:closeMatch	HP:0000534	semapv:ManualMappingCuration	eva	2030-03-26
abnormal facial shape	disease	skos:closeMatch	HP:0001999	semapv:ManualMappingCuration	eva	2030-03-26
abnormal facial skeleton morphology	disease	skos:closeMatch	HP:0011821	semapv:ManualMappingCuration	eva	2030-03-26
abnormal female external genitalia morphology	disease	skos:closeMatch	HP:0000055	semapv:ManualMappingCuration	eva	2030-03-26
abnormal fetal cardiovascular morphology	disease	skos:closeMatch	HP:0010948	semapv:ManualMappingCuration	eva	2030-03-26
abnormal finger morphology	disease	skos:closeMatch	HP:0001167	semapv:ManualMappingCuration	eva	2030-03-26
abnormal foot morphology	disease	skos:closeMatch	HP:0001760	semapv:ManualMappingCuration	eva	2030-03-26
abnormal form of the vertebral bodies	disease	skos:closeMatch	HP:0003312	semapv:ManualMappingCuration	eva	2030-03-26
abnormal frontal bone morphology	disease	skos:closeMatch	HP:0430000	semapv:ManualMappingCuration	eva	2030-03-26
abnormal glycosylation	disease	skos:closeMatch	HP:0012345	semapv:ManualMappingCuration	eva	2030-03-26
abnormal growth hormone level	disease	skos:closeMatch	HP:0032367	semapv:ManualMappingCuration	eva	2030-03-26
