#curie_map:
#  EFO: http://www.ebi.ac.uk/efo/EFO_
#  HP: http://purl.obolibrary.org/obo/HP_
#  ORPHA: http://www.orpha.net/ORDO/Orphanet_
#mapping_set_id: https://raw.githubusercontent.com/mapping-commons/ebi-text-mappings/main/mappings/uniprot.sssom.tsv
#mapping_set_description: Curated disease mappings from UniProt
#subject_type: rdfs literal
#subject_source: https://www.ebi.ac.uk/uniprot
subject_label	subject_category	predicate_id	object_id	mapping_justification	author_label	mapping_date
Dystonia 27	disease	skos:closeMatch	ORPHA:156159	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Ectodermal dysplasia 7, hair/nail type	disease	skos:closeMatch	ORPHA:69084	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epidermolysis bullosa simplex with nail dystrophy	disease	skos:closeMatch	ORPHA:304	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Epilepsy, familial temporal lobe, 7	disease	skos:closeMatch	EFO:0000773	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Epilepsy, familial temporal lobe, 8	disease	skos:closeMatch	EFO:0000773	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Epilepsy, idiopathic generalized 13	disease	skos:closeMatch	ORPHA:307	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epilepsy, progressive myoclonic 7	disease	skos:closeMatch	ORPHA:98261	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epilepsy, progressive myoclonic 8	disease	skos:closeMatch	ORPHA:98261	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epilepsy, progressive myoclonic 9	disease	skos:closeMatch	ORPHA:98261	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Epileptic encephalopathy, early infantile, 19	disease	skos:closeMatch	ORPHA:33069	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epileptic encephalopathy, early infantile, 21	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epileptic encephalopathy, early infantile, 23	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epileptic encephalopathy, early infantile, 24	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epileptic encephalopathy, early infantile, 25	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Epileptic encephalopathy, early infantile, 26	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 27	disease	skos:closeMatch	ORPHA:3451	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 28	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 29	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 30	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 31	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 32	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Epileptic encephalopathy, early infantile, 33	disease	skos:closeMatch	ORPHA:1934	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Epiphyseal chondrodysplasia, Miura type	disease	skos:closeMatch	ORPHA:329191	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Familial adenomatous polyposis 3	disease	skos:closeMatch	ORPHA:733	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Familial cold autoinflammatory syndrome 4	disease	skos:closeMatch	ORPHA:47045	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Fanconi anemia complementation group T	disease	skos:closeMatch	ORPHA:84	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Fibrosis of extraocular muscles, congenital, 3B	disease	skos:closeMatch	ORPHA:45358	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Fibrosis of extraocular muscles, congenital, 5	disease	skos:closeMatch	ORPHA:45358	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Filippi syndrome	disease	skos:closeMatch	ORPHA:3255	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Focal segmental glomerulosclerosis 7	disease	skos:closeMatch	EFO:0004236	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Focal segmental glomerulosclerosis 8	disease	skos:closeMatch	EFO:0004236	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Focal segmental glomerulosclerosis 9	disease	skos:closeMatch	EFO:0004236	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	disease	skos:closeMatch	ORPHA:275872	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Frontotemporal dementia and/or amyotrophic lateral sclerosis 3	disease	skos:closeMatch	ORPHA:275872	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Frontotemporal dementia and/or amyotrophic lateral sclerosis 4	disease	skos:closeMatch	ORPHA:275872	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Galloway-Mowat syndrome	disease	skos:closeMatch	ORPHA:2065	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Generalized epilepsy with febrile seizures plus 9	disease	skos:closeMatch	ORPHA:36387	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Giant axonal neuropathy 2, autosomal dominant	disease	skos:closeMatch	ORPHA:401964	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Glioma 9	disease	skos:closeMatch	EFO:0000326	semapv:ManualMappingCuration	Barbara Polka	2015-11-24
Glucocorticoid resistance, generalized	disease	skos:closeMatch	ORPHA:786	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Growth hormone deficiency, isolated partial	disease	skos:closeMatch	ORPHA:314811	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Growth restriction, severe, with distinctive facies	disease	skos:closeMatch	ORPHA:813	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Heimler syndrome 2	disease	skos:closeMatch	ORPHA:3220	semapv:ManualMappingCuration	Barbara Polka	2015-11-24
Helsmoortel-van der Aa syndrome	disease	skos:closeMatch	ORPHA:404448	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Hennekam lymphangiectasia-lymphedema syndrome 2	disease	skos:closeMatch	ORPHA:2136	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Herpes simplex encephalitis 7	disease	skos:closeMatch	ORPHA:1930	semapv:ManualMappingCuration	Barbara Polka	2015-11-24
Hydroxykynureninuria	disease	skos:closeMatch	ORPHA:79155	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Hyperammonemia due to carbonic anhydrase VA deficiency	disease	skos:closeMatch	ORPHA:401948	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Hyperlipoproteinemia 1D	disease	skos:closeMatch	ORPHA:411	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Hypermanganesemia with dystonia, polycythemia, and cirrhosis	disease	skos:closeMatch	ORPHA:309854	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Hyperphosphatasia with mental retardation syndrome 5	disease	skos:closeMatch	ORPHA:247262	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Hypomagnesemia, seizures, and mental retardation	disease	skos:closeMatch	ORPHA:34527	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Hypotrichosis 12	disease	skos:closeMatch	ORPHA:55654	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Ichthyosis, congenital, autosomal recessive 11	disease	skos:closeMatch	ORPHA:91132	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 22	disease	skos:closeMatch	ORPHA:280142	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 26 with or without neurologic abnormalities	disease	skos:closeMatch	ORPHA:317425	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 27B	disease	skos:closeMatch	ORPHA:319581	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 28	disease	skos:closeMatch	ORPHA:319547	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 29	disease	skos:closeMatch	ORPHA:319558	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 30	disease	skos:closeMatch	ORPHA:319552	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 31A	disease	skos:closeMatch	ORPHA:319595	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 36	disease	skos:closeMatch	ORPHA:397596	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
Immunodeficiency 38	disease	skos:closeMatch	ORPHA:319563	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Immunodeficiency 39	disease	skos:closeMatch	ORPHA:101997	semapv:ManualMappingCuration	Barbara Polka	2015-08-21
Immunodeficiency 40	disease	skos:closeMatch	ORPHA:101997	semapv:ManualMappingCuration	Barbara Polka	2015-11-17
Immunodeficiency, common variable, 11	disease	skos:closeMatch	ORPHA:238569	semapv:ManualMappingCuration	Barbara Polka	2015-08-28
