#curie_map:
#  BTO: http://purl.obolibrary.org/obo/BTO_
#  CL: http://purl.obolibrary.org/obo/CL_
#  CLO: http://purl.obolibrary.org/obo/CLO_
#  EFO: http://www.ebi.ac.uk/efo/EFO_
#  EO: http://purl.obolibrary.org/obo/EO_
#  FMA: http://purl.obolibrary.org/obo/FMA_
#  GO: http://purl.obolibrary.org/obo/GO_
#  MONDO: http://purl.obolibrary.org/obo/MONDO_
#  NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  NCIT: http://purl.obolibrary.org/obo/NCIT_
#  OBI: http://purl.obolibrary.org/obo/OBI_
#  OMIT: http://purl.obolibrary.org/obo/OMIT_
#  PATO: http://purl.obolibrary.org/obo/PATO_
#  PO: http://purl.obolibrary.org/obo/PO_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#  UO: http://purl.obolibrary.org/obo/UO_
#  lbo: http://purl.obolibrary.org/obo/LBO_
#mapping_set_id: https://raw.githubusercontent.com/mapping-commons/ebi-text-mappings/main/mappings/faang.sssom.tsv
#mapping_set_description: FAANG project curated mappings
#subject_type: rdfs literal
#subject_source: https://www.ebi.ac.uk/vg/faang
subject_label	subject_category	predicate_id	object_id	mapping_justification
Pineal gland	organismPart, cellType	skos:closeMatch	UBERON:0001905	semapv:ManualMappingCuration
Pituitary	organismPart, cellType	skos:closeMatch	UBERON:0000007	semapv:ManualMappingCuration
Pituitary gland	organismPart, cellType	skos:closeMatch	UBERON:0000007	semapv:ManualMappingCuration
Pituitary-gland	organismPart, cellType	skos:closeMatch	UBERON:0000007	semapv:ManualMappingCuration
Placenta	organismPart, cellType	skos:closeMatch	UBERON:0001987	semapv:ManualMappingCuration
Plasma	organismPart, cellType	skos:closeMatch	UBERON:0001969	semapv:ManualMappingCuration
Pons	organismPart, cellType	skos:closeMatch	UBERON:0000988	semapv:ManualMappingCuration
Prostate	organismPart, cellType	skos:closeMatch	UBERON:0002367	semapv:ManualMappingCuration
Puberty	developmentalStage	skos:closeMatch	EFO:0001382	semapv:ManualMappingCuration
Rambouillet	breed	skos:closeMatch	lbo:0000591	semapv:ManualMappingCuration
Rangifer tarandus	organism	skos:closeMatch	NCBITaxon:9870	semapv:ManualMappingCuration
Rectum	organismPart, cellType	skos:closeMatch	UBERON:0001052	semapv:ManualMappingCuration
Retina	organismPart, cellType	skos:closeMatch	UBERON:0000966	semapv:ManualMappingCuration
Rhode Island Red	breed	skos:closeMatch	lbo:0000327	semapv:ManualMappingCuration
Right ovary	organismPart, cellType	skos:closeMatch	UBERON:0002118	semapv:ManualMappingCuration
Rumen	organismPart, cellType	skos:closeMatch	UBERON:0007365	semapv:ManualMappingCuration
Salivary Gland	organismPart, cellType	skos:closeMatch	UBERON:0001044	semapv:ManualMappingCuration
Salmo salar	organism, species	skos:closeMatch	NCBITaxon:8030	semapv:ManualMappingCuration
Scophthalmus maximus	organism, species	skos:closeMatch	NCBITaxon:52904	semapv:ManualMappingCuration
Scottish Blackface	breed	skos:closeMatch	lbo:0000612	semapv:ManualMappingCuration
Segmentation	developmentalStage	skos:closeMatch	EFO:0001315	semapv:ManualMappingCuration
Segmentation stage	developmentalStage	skos:closeMatch	EFO:0001315	semapv:ManualMappingCuration
Semen	organismPart, cellType	skos:closeMatch	CL:0000019	semapv:ManualMappingCuration
Serum	organismPart, cellType	skos:closeMatch	BTO:0000133	semapv:ManualMappingCuration
Skeletal muscle	organismPart, cellType	skos:closeMatch	UBERON:0001134	semapv:ManualMappingCuration
Skin	organismPart, cellType	skos:closeMatch	UBERON:0000014	semapv:ManualMappingCuration
Small Intestine	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 1	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 3	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 4	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 5	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 7	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Small intestine 8	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
Spanish Assaf	breed	skos:closeMatch	lbo:0001062	semapv:ManualMappingCuration
Spanish Churra	breed	skos:closeMatch	lbo:0000704	semapv:ManualMappingCuration
Sparus aurata	species, organism	skos:closeMatch	NCBITaxon:8175	semapv:ManualMappingCuration
Sperm	organismPart, cellType	skos:closeMatch	CL:0000019	semapv:ManualMappingCuration
Spinal cord	organismPart, cellType	skos:closeMatch	UBERON:0002240	semapv:ManualMappingCuration
Spleen	organismPart, cellType	skos:closeMatch	UBERON:0002106	semapv:ManualMappingCuration
Staphylococcus aureus	breed	skos:closeMatch	NCBITaxon:1280	semapv:ManualMappingCuration
Subcutaneous Adipose	organismPart, cellType	skos:closeMatch	UBERON:0002190	semapv:ManualMappingCuration
Subcutaneous adipose tissue	organismPart, cellType	skos:closeMatch	EFO:0004766	semapv:ManualMappingCuration
Subcutaneous fat	organismPart, cellType	skos:closeMatch	UBERON:0002190	semapv:ManualMappingCuration
Suffolk	breed	skos:closeMatch	lbo:0000632	semapv:ManualMappingCuration
Sus scrofa	organism, species, breed	skos:closeMatch	NCBITaxon:9823	semapv:ManualMappingCuration
T-lymphocyte	organismPart, cellType	skos:closeMatch	BTO:0000782	semapv:ManualMappingCuration
TE85	developmentalStage	skos:closeMatch	EFO:0002866	semapv:ManualMappingCuration
TN60	breed	skos:closeMatch	lbo:0001040	semapv:ManualMappingCuration
TN70	breed	skos:closeMatch	lbo:0001040	semapv:ManualMappingCuration
Tail	organismPart, cellType	skos:closeMatch	UBERON:0002415	semapv:ManualMappingCuration
Targhee x Polypay	breed	skos:closeMatch	lbo:0001041	semapv:ManualMappingCuration
Temporal Cortex	organismPart, cellType	skos:closeMatch	UBERON:0016538	semapv:ManualMappingCuration
Testes	organismPart, cellType	skos:closeMatch	UBERON:0000473	semapv:ManualMappingCuration
Testis	organismPart, cellType	skos:closeMatch	UBERON:0000473	semapv:ManualMappingCuration
Texel	breed	skos:closeMatch	lbo:0000640	semapv:ManualMappingCuration
Texel sire x (Texel sire x Scottish Blackface dam) dam	breed	skos:closeMatch	lbo:0001041	semapv:ManualMappingCuration
Texel sire x Scottish Blackface dam	breed	skos:closeMatch	lbo:0001041	semapv:ManualMappingCuration
Thalamus	organismPart, cellType	skos:closeMatch	UBERON:0001897	semapv:ManualMappingCuration
Thoroughbred	breed	skos:closeMatch	lbo:0000910	semapv:ManualMappingCuration
Thymus	organismPart, cellType	skos:closeMatch	UBERON:0002370	semapv:ManualMappingCuration
Thyroid	organismPart, cellType	skos:closeMatch	UBERON:0002046	semapv:ManualMappingCuration
Thyroid gland	organismPart, cellType	skos:closeMatch	UBERON:0002046	semapv:ManualMappingCuration
Tongue Superficial	organismPart, cellType	skos:closeMatch	UBERON:0007367	semapv:ManualMappingCuration
Trachea	organismPart, cellType	skos:closeMatch	UBERON:0003126	semapv:ManualMappingCuration
Ureter	organismPart, cellType	skos:closeMatch	UBERON:0000056	semapv:ManualMappingCuration
Urethra	organismPart, cellType	skos:closeMatch	UBERON:0000057	semapv:ManualMappingCuration
Urine	organismPart, cellType	skos:closeMatch	UBERON:0001088	semapv:ManualMappingCuration
Uterus	organismPart, cellType	skos:closeMatch	UBERON:0000995	semapv:ManualMappingCuration
Ventricle	organismPart, cellType	skos:closeMatch	UBERON:0002082	semapv:ManualMappingCuration
White Adipose	organismPart, cellType	skos:closeMatch	UBERON:0001347	semapv:ManualMappingCuration
White Composite	breed	skos:closeMatch	lbo:0001077	semapv:ManualMappingCuration
White Composite sire x Meishan dam	breed	skos:closeMatch	lbo:0001040	semapv:ManualMappingCuration
White Leghorn	breed	skos:closeMatch	lbo:0001061	semapv:ManualMappingCuration
White Leghorn line 6x White Leghorn line 7	breed	skos:closeMatch	lbo:0001037	semapv:ManualMappingCuration
White adipose	organismPart, cellType	skos:closeMatch	UBERON:0001347	semapv:ManualMappingCuration
Whole Blood	organismPart, cellType	skos:closeMatch	UBERON:0000178	semapv:ManualMappingCuration
Whole blood	organismPart, cellType	skos:closeMatch	UBERON:0000178	semapv:ManualMappingCuration
Whole-blood	organismPart, cellType	skos:closeMatch	UBERON:0000178	semapv:ManualMappingCuration
Wild-type	breed	skos:closeMatch	EFO:0005168	semapv:ManualMappingCuration
Yolk Sac	organismPart, cellType	skos:closeMatch	UBERON:0001040	semapv:ManualMappingCuration
Yorkshire	breed	skos:closeMatch	lbo:0000338	semapv:ManualMappingCuration
Yorkshire sire x Landrace dam	breed	skos:closeMatch	lbo:0001040	semapv:ManualMappingCuration
Zygote	developmentalStage	skos:closeMatch	CL:0000365	semapv:ManualMappingCuration
abdominal adipose tissue	organismPart, cellType	skos:closeMatch	BTO:0004041	semapv:ManualMappingCuration
abdominal aorta	organismPart, cellType	skos:closeMatch	UBERON:0001516	semapv:ManualMappingCuration
abdominal part of esophagus	organismPart, cellType	skos:closeMatch	UBERON:0035177	semapv:ManualMappingCuration
abomasum	organismPart, cellType	skos:closeMatch	UBERON:0007358	semapv:ManualMappingCuration
abomasum	organismPart, cellType	skos:closeMatch	UBERON:0007365	semapv:ManualMappingCuration
adipocyte	organismPart, cellType	skos:closeMatch	CL:0000136	semapv:ManualMappingCuration
adipose	organismPart, cellType	skos:closeMatch	UBERON:0001013	semapv:ManualMappingCuration
adipose tissue	organismPart, cellType	skos:closeMatch	UBERON:0001013	semapv:ManualMappingCuration
adrenal cortex	organismPart, cellType	skos:closeMatch	BTO:0000045	semapv:ManualMappingCuration
adrenal cortex	organismPart, cellType	skos:closeMatch	UBERON:0001235	semapv:ManualMappingCuration
adrenal gland	organismPart, cellType	skos:closeMatch	UBERON:0002369	semapv:ManualMappingCuration
adrenal gland cortex zone	organismPart, cellType	skos:closeMatch	UBERON:0009753	semapv:ManualMappingCuration
adrenal medulla	organismPart, cellType	skos:closeMatch	UBERON:0001236	semapv:ManualMappingCuration
adrenal tissue	organismPart, cellType	skos:closeMatch	UBERON:0018303	semapv:ManualMappingCuration
adult	developmentalStage	skos:closeMatch	EFO:0001272	semapv:ManualMappingCuration
adult	developmentalStage	skos:closeMatch	UBERON:0007023	semapv:ManualMappingCuration
adult organism	developmentalStage	skos:closeMatch	UBERON:0007023	semapv:ManualMappingCuration
airway epithelial cells	cellType	skos:closeMatch	CL:0002368	semapv:ManualMappingCuration
allantoic fluid	organismPart, cellType	skos:closeMatch	BTO:0001662	semapv:ManualMappingCuration
alveolar macrophage	cellType	skos:closeMatch	CL:0000583	semapv:ManualMappingCuration
alveolar macrophage	organismPart, cellType	skos:closeMatch	BTO:0000802	semapv:ManualMappingCuration
alveolus of lung	organismPart, cellType	skos:closeMatch	UBERON:0002299	semapv:ManualMappingCuration
amnion	organismPart, cellType	skos:closeMatch	UBERON:0000305	semapv:ManualMappingCuration
amniotic fluid	organismPart, cellType	skos:closeMatch	UBERON:0000173	semapv:ManualMappingCuration
ampulla of uterine tube (contralateral to Corpus Luteum)	organismPart, cellType	skos:closeMatch	UBERON:0012648	semapv:ManualMappingCuration
ampulla of uterine tube (ipsilateral to Corpus Luteum)	organismPart, cellType	skos:closeMatch	UBERON:0012648	semapv:ManualMappingCuration
ampullary gland	organismPart, cellType	skos:closeMatch	UBERON:0009645	semapv:ManualMappingCuration
amygdala	organismPart, cellType	skos:closeMatch	UBERON:0001876	semapv:ManualMappingCuration
anterior part of tongue	organismPart, cellType	skos:closeMatch	UBERON:0010032	semapv:ManualMappingCuration
anterior vena cava	organismPart, cellType	skos:closeMatch	UBERON:0001585	semapv:ManualMappingCuration
aorta	organismPart, cellType	skos:closeMatch	UBERON:0000947	semapv:ManualMappingCuration
aortic arch	organismPart, cellType	skos:closeMatch	UBERON:0004363	semapv:ManualMappingCuration
aortic valve	organismPart, cellType	skos:closeMatch	UBERON:0002137	semapv:ManualMappingCuration
appendix	breed	skos:closeMatch	UBERON:0001154	semapv:ManualMappingCuration
arch of aorta	organismPart, cellType	skos:closeMatch	UBERON:0001508	semapv:ManualMappingCuration
artery	organismPart, cellType	skos:closeMatch	UBERON:0001637	semapv:ManualMappingCuration
articular cartilage	organismPart, cellType	skos:closeMatch	BTO:0001572	semapv:ManualMappingCuration
articular cartilage	organismPart, cellType	skos:closeMatch	UBERON:0010996	semapv:ManualMappingCuration
articular cartilage of joint	organismPart, cellType	skos:closeMatch	UBERON:0010996	semapv:ManualMappingCuration
ascending aorta	organismPart, cellType	skos:closeMatch	UBERON:0001496	semapv:ManualMappingCuration
ascending colon	organismPart, cellType	skos:closeMatch	UBERON:0001156	semapv:ManualMappingCuration
atrioventricular node	organismPart, cellType	skos:closeMatch	UBERON:0002352	semapv:ManualMappingCuration
biceps brachii	organismPart, cellType	skos:closeMatch	UBERON:0001507	semapv:ManualMappingCuration
biceps femoris	organismPart, cellType	skos:closeMatch	UBERON:0001374	semapv:ManualMappingCuration
bladder	organismPart, cellType	skos:closeMatch	UBERON:0001255	semapv:ManualMappingCuration
blastocyst	organismPart, cellType, developmentalStage	skos:closeMatch	UBERON:0000358	semapv:ManualMappingCuration
blastula	developmentalStage	skos:closeMatch	UBERON:0000108	semapv:ManualMappingCuration
blastula stage	developmentalStage	skos:closeMatch	UBERON:0000108	semapv:ManualMappingCuration
blood	organismPart, cellType	skos:closeMatch	BTO:0000089	semapv:ManualMappingCuration
blood	organismPart, cellType	skos:closeMatch	UBERON:0000178	semapv:ManualMappingCuration
blood plasma	organismPart, cellType	skos:closeMatch	UBERON:0001969	semapv:ManualMappingCuration
blood serum	organismPart, cellType	skos:closeMatch	BTO:0000133	semapv:ManualMappingCuration
blood serum	organismPart, cellType	skos:closeMatch	UBERON:0001977	semapv:ManualMappingCuration
body of corpus callosum	organismPart, cellType	skos:closeMatch	UBERON:0015510	semapv:ManualMappingCuration
bone	organismPart, cellType	skos:closeMatch	UBERON:0002481	semapv:ManualMappingCuration
bone marrow	organismPart, cellType	skos:closeMatch	BTO:0000141	semapv:ManualMappingCuration
bone marrow	organismPart, cellType	skos:closeMatch	UBERON:0000361	semapv:ManualMappingCuration
bone marrow	organismPart, cellType	skos:closeMatch	UBERON:0002371	semapv:ManualMappingCuration
bone marrow cell	cellType	skos:closeMatch	CL:0002092	semapv:ManualMappingCuration
bone marrow macrophage	cellType	skos:closeMatch	CL:0002476	semapv:ManualMappingCuration
brachial nerve plexus	organismPart, cellType	skos:closeMatch	UBERON:0001814	semapv:ManualMappingCuration
brain	organismPart, cellType	skos:closeMatch	UBERON:0000955	semapv:ManualMappingCuration
brain cerebellum	organismPart, cellType	skos:closeMatch	UBERON:0002037	semapv:ManualMappingCuration
brain frontal cortex	organismPart, cellType	skos:closeMatch	UBERON:0001870	semapv:ManualMappingCuration
brainstem	organismPart, cellType	skos:closeMatch	UBERON:0002298	semapv:ManualMappingCuration
breast muscle	organismPart, cellType	skos:closeMatch	UBERON:0001495	semapv:ManualMappingCuration
bronchus	organismPart, cellType	skos:closeMatch	UBERON:0002185	semapv:ManualMappingCuration
bulbo-urethral gland	organismPart, cellType	skos:closeMatch	UBERON:0002366	semapv:ManualMappingCuration
bursa of Fabricius	organismPart, cellType	skos:closeMatch	UBERON:0003903	semapv:ManualMappingCuration
cDC1	cellType	skos:closeMatch	EFO:0000649	semapv:ManualMappingCuration
cDC2	cellType	skos:closeMatch	EFO:0000649	semapv:ManualMappingCuration
caecum	organismPart, cellType	skos:closeMatch	UBERON:0001153	semapv:ManualMappingCuration
caecum	organismPart, cellType	skos:closeMatch	UBERON:0014390	semapv:ManualMappingCuration
caput epididymis	organismPart, cellType	skos:closeMatch	UBERON:0004358	semapv:ManualMappingCuration
caput epididymus	organismPart, cellType	skos:closeMatch	UBERON:0004358	semapv:ManualMappingCuration
cardiac atrium	organismPart, cellType	skos:closeMatch	UBERON:0002081	semapv:ManualMappingCuration
cardiac muscle	organismPart, cellType	skos:closeMatch	BTO:0000199	semapv:ManualMappingCuration
cardiac muscle	organismPart, cellType	skos:closeMatch	UBERON:0002349	semapv:ManualMappingCuration
cardiac muscle of left atrium	organismPart, cellType	skos:closeMatch	UBERON:0003380	semapv:ManualMappingCuration
cardiac muscle of right atrium	organismPart, cellType	skos:closeMatch	UBERON:0003379	semapv:ManualMappingCuration
cardiac muscle tissue	organismPart, cellType	skos:closeMatch	UBERON:0001133	semapv:ManualMappingCuration
cardiac muscle tissue of left auricle	organismPart, cellType	skos:closeMatch	UBERON:0009780	semapv:ManualMappingCuration
cardiac muscle tissue of right auricle	organismPart, cellType	skos:closeMatch	UBERON:0009779	semapv:ManualMappingCuration
cardiac septum	organismPart, cellType	skos:closeMatch	UBERON:0002099	semapv:ManualMappingCuration
carotid artery	organismPart, cellType	skos:closeMatch	UBERON:0005396	semapv:ManualMappingCuration
cartilage	organismPart, cellType	skos:closeMatch	BTO:0000206	semapv:ManualMappingCuration
cartilage	organismPart, cellType	skos:closeMatch	UBERON:0007844	semapv:ManualMappingCuration
cartilage tissue	organismPart, cellType	skos:closeMatch	UBERON:0002418	semapv:ManualMappingCuration
castrated male	sex	skos:closeMatch	PATO:0002367	semapv:ManualMappingCuration
cauda epididymis	organismPart, cellType	skos:closeMatch	UBERON:0004360	semapv:ManualMappingCuration
cauda epididymus	organismPart, cellType	skos:closeMatch	UBERON:0004360	semapv:ManualMappingCuration
caudal region	organismPart, cellType	skos:closeMatch	UBERON:0006071	semapv:ManualMappingCuration
caudal vena cava	organismPart, cellType	skos:closeMatch	UBERON:0001072	semapv:ManualMappingCuration
cecum	organismPart, cellType	skos:closeMatch	BTO:0000166	semapv:ManualMappingCuration
cecum	organismPart, cellType	skos:closeMatch	UBERON:0001153	semapv:ManualMappingCuration
cecum mucosa	organismPart, cellType	skos:closeMatch	UBERON:0000314	semapv:ManualMappingCuration
cecum mucosa	organismPart, cellType	skos:closeMatch	UBERON:0001211	semapv:ManualMappingCuration
cell	organismPart, cellType, developmentalStage	skos:closeMatch	GO:0005623	semapv:ManualMappingCuration
cell culture	cultureType	skos:closeMatch	BTO:0000214	semapv:ManualMappingCuration
cell culture	material	skos:closeMatch	OBI:0001876	semapv:ManualMappingCuration
cell line	developmentalStage	skos:closeMatch	EFO:0000322	semapv:ManualMappingCuration
cell line	material	skos:closeMatch	CLO:0000031	semapv:ManualMappingCuration
cell specimen	material	skos:closeMatch	OBI:0001468	semapv:ManualMappingCuration
cells isolated from milk	cellType	skos:closeMatch	CL:0000548	semapv:ManualMappingCuration
cerebellar hemisphere	organismPart, cellType	skos:closeMatch	UBERON:0002245	semapv:ManualMappingCuration
cerebellar vermis	organismPart, cellType	skos:closeMatch	UBERON:0004720	semapv:ManualMappingCuration
cerebellum	organismPart, cellType	skos:closeMatch	BTO:0000232	semapv:ManualMappingCuration
cerebellum	organismPart, cellType	skos:closeMatch	UBERON:0002037	semapv:ManualMappingCuration
cerebral cortex	organismPart, cellType	skos:closeMatch	UBERON:0000956	semapv:ManualMappingCuration
cerebrospinal fluid	organismPart, cellType	skos:closeMatch	UBERON:0001359	semapv:ManualMappingCuration
cerebrum	organismPart, cellType	skos:closeMatch	UBERON:0001893	semapv:ManualMappingCuration
cervical mucosa	organismPart, cellType	skos:closeMatch	UBERON:0012248	semapv:ManualMappingCuration
cervical part of esophagus	organismPart, cellType	skos:closeMatch	UBERON:0035450	semapv:ManualMappingCuration
cervical spinal cord	organismPart, cellType	skos:closeMatch	UBERON:0002726	semapv:ManualMappingCuration
chicken breed	breed	skos:closeMatch	lbo:0000002	semapv:ManualMappingCuration
chorda tendinea	organismPart, cellType	skos:closeMatch	UBERON:0005994	semapv:ManualMappingCuration
chorda tendinea of left ventricle	organismPart, cellType	skos:closeMatch	UBERON:0014851	semapv:ManualMappingCuration
chorda tendinea of right ventricle	organismPart, cellType	skos:closeMatch	UBERON:0014852	semapv:ManualMappingCuration
chorioallantoic membrane	organismPart, cellType	skos:closeMatch	UBERON:0005335	semapv:ManualMappingCuration
choroid plexus	organismPart, cellType	skos:closeMatch	UBERON:0001886	semapv:ManualMappingCuration
cleavage stage	developmentalStage	skos:closeMatch	UBERON:0000107	semapv:ManualMappingCuration
cleavage stage (32 cells)	developmentalStage	skos:closeMatch	UBERON:0000107	semapv:ManualMappingCuration
cleavage stage (64 cells)	developmentalStage	skos:closeMatch	UBERON:0000107	semapv:ManualMappingCuration
cochlea	organismPart, cellType	skos:closeMatch	UBERON:0001844	semapv:ManualMappingCuration
colon	organismPart, cellType	skos:closeMatch	BTO:0000269	semapv:ManualMappingCuration
colon	organismPart, cellType	skos:closeMatch	UBERON:0000314	semapv:ManualMappingCuration
colon	organismPart, cellType	skos:closeMatch	UBERON:0001155	semapv:ManualMappingCuration
colon (smooth muscle)	organismPart, cellType	skos:closeMatch	UBERON:0001155	semapv:ManualMappingCuration
colon (smooth muscle)	organismPart, cellType	skos:closeMatch	UBERON:0012489	semapv:ManualMappingCuration
colonic mucosa	organismPart, cellType	skos:closeMatch	UBERON:0000317	semapv:ManualMappingCuration
colonic mucosa	organismPart, cellType	skos:closeMatch	UBERON:0001153	semapv:ManualMappingCuration
common iliac lymph node	organismPart, cellType	skos:closeMatch	UBERON:0015878	semapv:ManualMappingCuration
connecting stalk	organismPart, cellType	skos:closeMatch	UBERON:0007806	semapv:ManualMappingCuration
connective tissue	organismPart, cellType	skos:closeMatch	UBERON:0002384	semapv:ManualMappingCuration
cornea	organismPart, cellType	skos:closeMatch	UBERON:0000964	semapv:ManualMappingCuration
corpus callosum	organismPart, cellType	skos:closeMatch	UBERON:0002336	semapv:ManualMappingCuration
corpus epididymus	organismPart, cellType	skos:closeMatch	UBERON:0004359	semapv:ManualMappingCuration
corpus luteum	organismPart, cellType	skos:closeMatch	BTO:0000292	semapv:ManualMappingCuration
corpus luteum	organismPart, cellType	skos:closeMatch	UBERON:0002512	semapv:ManualMappingCuration
cortex	organismPart, cellType	skos:closeMatch	UBERON:0000956	semapv:ManualMappingCuration
cortex	organismPart, cellType	skos:closeMatch	UBERON:0001851	semapv:ManualMappingCuration
cortex of kidney	organismPart, cellType	skos:closeMatch	UBERON:0001225	semapv:ManualMappingCuration
cotyledon	organismPart, cellType	skos:closeMatch	PO:0020030	semapv:ManualMappingCuration
crico-arytenoid muscle	organismPart, cellType	skos:closeMatch	UBERON:0010932	semapv:ManualMappingCuration
dendritic cell	cellType	skos:closeMatch	CL:0000451	semapv:ManualMappingCuration
descending colon	organismPart, cellType	skos:closeMatch	UBERON:0001158	semapv:ManualMappingCuration
diaphragm	organismPart, cellType	skos:closeMatch	UBERON:0001103	semapv:ManualMappingCuration
diaphysis of metacarpal bone	organismPart, cellType	skos:closeMatch	UBERON:0013752	semapv:ManualMappingCuration
diffuse placenta	organismPart, cellType	skos:closeMatch	UBERON:0036151	semapv:ManualMappingCuration
distal small intestine	organismPart, cellType	skos:closeMatch	UBERON:0002108	semapv:ManualMappingCuration
dorsal plus ventral thalamus	organismPart, cellType	skos:closeMatch	UBERON:0001897	semapv:ManualMappingCuration
dorsal root ganglion	organismPart, cellType	skos:closeMatch	UBERON:0000044	semapv:ManualMappingCuration
dorsal skin	organismPart, cellType	skos:closeMatch	EFO:0001907	semapv:ManualMappingCuration
duodenal mucosa	organismPart, cellType	skos:closeMatch	UBERON:0000320	semapv:ManualMappingCuration
duodenal mucosa	organismPart, cellType	skos:closeMatch	UBERON:0007358	semapv:ManualMappingCuration
duodenum	organismPart, cellType	skos:closeMatch	BTO:0000365	semapv:ManualMappingCuration
duodenum	organismPart, cellType	skos:closeMatch	UBERON:0002114	semapv:ManualMappingCuration
duodenum	organismPart, cellType	skos:closeMatch	UBERON:0010154	semapv:ManualMappingCuration
duodenum (smooth muscle)	organismPart, cellType	skos:closeMatch	UBERON:0002114	semapv:ManualMappingCuration
duodenum (smooth muscle)	organismPart, cellType	skos:closeMatch	UBERON:0012488	semapv:ManualMappingCuration
dura mater	organismPart, cellType	skos:closeMatch	UBERON:0002363	semapv:ManualMappingCuration
ear	organismPart, cellType	skos:closeMatch	UBERON:0001690	semapv:ManualMappingCuration
early blastula	developmentalStage	skos:closeMatch	UBERON:0000108	semapv:ManualMappingCuration
early blastula stage	developmentalStage	skos:closeMatch	UBERON:0000108	semapv:ManualMappingCuration
egg cell	organismPart, cellType	skos:closeMatch	BTO:0003801	semapv:ManualMappingCuration
eighth thoracic spinal cord segment	organismPart, cellType	skos:closeMatch	UBERON:0006456	semapv:ManualMappingCuration
embryo	organismPart, cellType, developmentalStage	skos:closeMatch	UBERON:0000922	semapv:ManualMappingCuration
embryo stage	developmentalStage	skos:closeMatch	UBERON:0000068	semapv:ManualMappingCuration
embryonic brain	organismPart, cellType	skos:closeMatch	UBERON:6001060	semapv:ManualMappingCuration
embryonic cell	organismPart, cellType	skos:closeMatch	CL:0002321	semapv:ManualMappingCuration
embryonic day 10.5	developmentalStage	skos:closeMatch	EFO:0007643	semapv:ManualMappingCuration
embryonic day 12	developmentalStage	skos:closeMatch	EFO:0007640	semapv:ManualMappingCuration
embryonic day 19	developmentalStage	skos:closeMatch	EFO:0002569	semapv:ManualMappingCuration
embryonic fibroblast	cellType	skos:closeMatch	CL:0000057	semapv:ManualMappingCuration
embryonic fibroblast	cellType	skos:closeMatch	CL:2000042	semapv:ManualMappingCuration
embryonic post-anal tail	organismPart, cellType	skos:closeMatch	UBERON:0007144	semapv:ManualMappingCuration
embryonic stem cell	cellType	skos:closeMatch	CL:0002322	semapv:ManualMappingCuration
endometrium	organismPart, cellType	skos:closeMatch	UBERON:0001295	semapv:ManualMappingCuration
endometruim	organismPart, cellType	skos:closeMatch	UBERON:0001295	semapv:ManualMappingCuration
enrichment culture	cultureType	skos:closeMatch	BTO:0003810	semapv:ManualMappingCuration
epididymis	organismPart, cellType	skos:closeMatch	BTO:0000408	semapv:ManualMappingCuration
epididymis	organismPart, cellType	skos:closeMatch	UBERON:0001301	semapv:ManualMappingCuration
epiglottis	organismPart, cellType	skos:closeMatch	UBERON:0000388	semapv:ManualMappingCuration
epithelium	organismPart, cellType	skos:closeMatch	UBERON:0001997	semapv:ManualMappingCuration
epithelium of mammary gland	organismPart, cellType	skos:closeMatch	UBERON:0003244	semapv:ManualMappingCuration
epitheloid cell of small intestine	cellType	skos:closeMatch	CL:0002254	semapv:ManualMappingCuration
erythrocyte	organismPart, cellType	skos:closeMatch	CL:0000232	semapv:ManualMappingCuration
esophagus	organismPart, cellType	skos:closeMatch	UBERON:0001043	semapv:ManualMappingCuration
eye	organismPart, cellType	skos:closeMatch	UBERON:0000970	semapv:ManualMappingCuration
fallopian tube	organismPart, cellType	skos:closeMatch	UBERON:0003889	semapv:ManualMappingCuration
fast muscle tissue	organismPart, cellType	skos:closeMatch	UBERON:0006908	semapv:ManualMappingCuration
feces	organismPart, cellType	skos:closeMatch	NCIT:C13234	semapv:ManualMappingCuration
feces	organismPart, cellType	skos:closeMatch	UBERON:0001988	semapv:ManualMappingCuration
female	sex	skos:closeMatch	PATO:0000383	semapv:ManualMappingCuration
female genotypic sex	sex	skos:closeMatch	PATO:0020002	semapv:ManualMappingCuration
female gonad	organismPart, cellType	skos:closeMatch	UBERON:0000992	semapv:ManualMappingCuration
femoral muscle	organismPart, cellType	skos:closeMatch	BTO:0002542	semapv:ManualMappingCuration
fetal	developmentalStage	skos:closeMatch	UBERON:0000323	semapv:ManualMappingCuration
fetus	developmentalStage	skos:closeMatch	UBERON:0000323	semapv:ManualMappingCuration
fetus	developmentalStage	skos:closeMatch	UBERON:0007220	semapv:ManualMappingCuration
