#curie_map:
#  DOID: http://purl.obolibrary.org/obo/DOID_
#  EFO: http://www.ebi.ac.uk/efo/EFO_
#  HP: http://purl.obolibrary.org/obo/HP_
#  ORPHA: http://www.orpha.net/ORDO/Orphanet_
#  omim: http://identifiers.org/omim/
#mapping_set_id: https://raw.githubusercontent.com/mapping-commons/ebi-text-mappings/main/mappings/cttv.sssom.tsv
#mapping_set_description: Curated disease indication mappings from Open Targets
#subject_type: rdfs literal
#subject_source: https://www.targetvalidation.org
subject_label	subject_category	predicate_id	object_id	mapping_justification	author_label	mapping_date
Acroerythrokeratoderma	disease	skos:closeMatch	ORPHA:87503	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Acrofacial dysostosis, Cincinnati type	disease	skos:closeMatch	ORPHA:1200	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Acromelic frontonasal dysostosis	disease	skos:closeMatch	ORPHA:1827	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Acromesomelic dysplasia Hunter Thompson type	disease	skos:closeMatch	ORPHA:968	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Acromesomelic dysplasia, Hunter-Thompson type	disease	skos:closeMatch	ORPHA:968	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Acromesomelic dysplasia, Maroteaux type	disease	skos:closeMatch	ORPHA:40	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Acromicric dysplasia	disease	skos:closeMatch	ORPHA:969	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Acth-independent macronodular adrenal hyperplasia 2	disease	skos:closeMatch	ORPHA:189427	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Acute coronary syndrome	disease	skos:closeMatch	HP:0001677	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Acute myeloid leukemia, M6 type	disease	skos:closeMatch	ORPHA:318	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Acute renal failure	disease	skos:closeMatch	HP:0001919	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Adams Oliver syndrome 4	disease	skos:closeMatch	ORPHA:974	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adams-Oliver syndrome 1	disease	skos:closeMatch	ORPHA:974	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adams-Oliver syndrome 2	disease	skos:closeMatch	ORPHA:974	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adenine phosphoribosyltransferase deficiency	disease	skos:closeMatch	ORPHA:976	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adrenal hypoplasia, congenital	disease	skos:closeMatch	ORPHA:95702	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adrenal insufficiency, primary, Addison's	disease	skos:closeMatch	HP:0008207	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Adrenocortical carcinoma	disease	skos:closeMatch	EFO:0003093	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adrenoleukodystrophy	disease	skos:closeMatch	ORPHA:43	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adult Syndrome	disease	skos:closeMatch	ORPHA:978	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Adult onset ataxia with oculomotor apraxia	disease	skos:closeMatch	ORPHA:1168	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 1	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Agammaglobulinemia 2, autosomal recessive	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 2, autosomal recessive	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 3, autosomal recessive	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 3, autosomal recessive	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 4	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Agammaglobulinemia 4, autosomal recessive	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 4, autosomal recessive	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 5, autosomal dominant	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 5, autosomal dominant	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 6, autosomal recessive	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 6, autosomal recessive	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 7, autosomal recessive	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 7, autosomal recessive	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan;Gautier Koscielny	2017-05-24
Agammaglobulinemia 8, autosomal dominant	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia 8, autosomal dominant	disease	skos:closeMatch	ORPHA:33110	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Agammaglobulinemia and isolated hormone deficiency	disease	skos:closeMatch	ORPHA:631	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Agammaglobulinemia, X-linked 1	disease	skos:closeMatch	ORPHA:47	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Agammaglobulinemia, X-linked 1, Agammaglobulinemia and isolated hormone deficiency	disease	skos:closeMatch	ORPHA:229717	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Aicardi-Goutieres Syndrome 3	disease	skos:closeMatch	ORPHA:51	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Aicardi-Goutieres syndrome	disease	skos:closeMatch	ORPHA:51	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Aicardi-Goutieres syndrome 2	disease	skos:closeMatch	ORPHA:51	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Aicardi-Goutieres syndrome 6	disease	skos:closeMatch	ORPHA:51	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Aicardi-Goutieres syndrome 7	disease	skos:closeMatch	ORPHA:51	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alacrima, achalasia, and mental retardation syndrome	disease	skos:closeMatch	ORPHA:869	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alagille syndrome	disease	skos:closeMatch	ORPHA:52	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alagille syndrome 1	disease	skos:closeMatch	ORPHA:52	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alagille syndrome 2	disease	skos:closeMatch	ORPHA:52	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Albinism, oculocutaneous, type VII	disease	skos:closeMatch	ORPHA:352745	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alcohol intolerance	disease	skos:closeMatch	HP:0001033	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Alexander disease	disease	skos:closeMatch	ORPHA:58	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alimentary/metabolic disease	disease	skos:closeMatch	EFO:0000589	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Alkaptonuria	disease	skos:closeMatch	ORPHA:56	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alopecia congenita keratosis palmoplantaris	disease	skos:closeMatch	ORPHA:1010	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alopecia universalis congenita	disease	skos:closeMatch	ORPHA:701	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alopecia, androgenic	disease	skos:closeMatch	EFO:0004191	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Alopecia, neurologic defects, and endocrinopathy syndrome	disease	skos:closeMatch	ORPHA:157954	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alpha-fetoprotein, hereditary persistence of	disease	skos:closeMatch	ORPHA:168615	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity	disease	skos:closeMatch	ORPHA:231154	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alport Syndrome, Autosomal Recessive	disease	skos:closeMatch	ORPHA:88919	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alport syndrome	disease	skos:closeMatch	ORPHA:63	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alport syndrome, autosomal dominant	disease	skos:closeMatch	ORPHA:63	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Alport syndrome, autosomal dominant	disease	skos:closeMatch	ORPHA:88918	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan;Gautier Koscielny	2017-05-24
Alport syndrome, autosomal recessive	disease	skos:closeMatch	ORPHA:88919	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alstrom syndrome	disease	skos:closeMatch	ORPHA:64	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alternating hemiplegia of childhood 2	disease	skos:closeMatch	ORPHA:2131	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alternating hemiplegia of childhood 2  and Dystonia 12	disease	skos:closeMatch	ORPHA:2131	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Alzheimer disease, type 3	disease	skos:closeMatch	ORPHA:1020	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Amblyopia	disease	skos:closeMatch	HP:0000646	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Amelogenesis imperfecta - hypoplastic autosomal dominant - local	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, hypomaturation type IIA4	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, hypomaturation type IIA5	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, hypomaturation type, IIA2	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, hypomaturation type, IIA3	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, type IH	disease	skos:closeMatch	ORPHA:88661	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amelogenesis imperfecta, type IV	disease	skos:closeMatch	ORPHA:100034	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Amenorrhoea	disease	skos:closeMatch	HP:0000141	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Aminoglycoside-induced deafness	disease	skos:closeMatch	ORPHA:168609	semapv:ManualMappingCuration	Gautier Koscielny	2017-06-06
Amish Lethal Microcephaly	disease	skos:closeMatch	ORPHA:99742	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Amnesia	disease	skos:closeMatch	HP:0002354	semapv:ManualMappingCuration	Sirarat Sarntivijai	2015-03-24
Amyloidosis, Finnish type	disease	skos:closeMatch	ORPHA:85448	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
Amyloidosis, familial visceral	disease	skos:closeMatch	ORPHA:85450	semapv:ManualMappingCuration	Denise Carvalho-Silva, Ian Dunham, Gautier Koscielny, Naveen Aranganathan	2017-05-24
